sample_id,kingdom,tech_platform,coverage_hifi,syri_aln_coverage,gene_counts ,inv_count_total,inv_count_small_lt10kb,inv_count_medium_10kb_1Mb,inv_count_large_gt1Mb,inv_count_per_Gb,inv_len_mean_bp,inv_len_median_bp,sd_inv_length,q25_inv_length,q75_inv_length,min_inv_length,max_inv_length,mean_log10_inv_length,median_log10_inv_length,BUSCO_completeness,BUSCO_duplication,n_chromosomes,te_prop_genome,gene_density,asm_total_len_bp,asm_scaffold_N50_Mb,pi_genome_wide,indel_rate,inversions_with_tr,inversions_with_genes,breakpoint_genes,inversions_with_repeat
PRJEB45150,Metazoa,HiFi+Hi-C,,,83698,139,129,6,4,218.1434749,150103.3597,559,954081.7709,345.5,1299,204,10076906,5.176390413,2.747411808,89.6,1.2,9,0.5344,0.384308,637195314,76,0.007346472,0.118243233,81,38,34,130
PRJEB45151,Metazoa,HiFi+Hi-C,,,103164,140,134,3,3,150.3637594,124435.7357,786,777687.3639,389.5,1730.75,200,5945817,5.09494512,2.895422546,93,1.5,5,0.6885,0.351857,931075417,177,0.004341487,0.067703181,115,46,47,139
PRJEB45152,Metazoa,HiFi+Hi-C,,,68526,59,57,2,0,100.8575543,15944.66102,868,97980.64329,457.5,2024,227,747723,4.202615291,2.938519725,94.8,3.9,18,0.6136,0.404515,584983449,32,0.003277244,0.108921762,32,14,12,58
PRJEB45157,Metazoa,HiFi+Hi-C,,,44608,11,10,1,0,30.59824929,7264.545455,1898,17467.58368,638.5,3584,202,59651,3.861208446,3.278296208,95.5,0.6,3,0.4388,0.31473,359497692,127,0.000873244,0.022553746,10,5,3,11
PRJEB45158,Metazoa,HiFi+Hi-C,,,78111,48,44,3,1,142.3395695,193048.2292,717.5,1133358.647,479.75,1734.5,236,7827325,5.285665822,2.855821905,91.1,2.4,11,0.3452,0.547313,337221759,30,0.01181658,0.099240165,21,21,18,45
PRJEB45159,Metazoa,HiFi+Hi-C,,,55621,44,42,2,0,47.89380865,17496.75,607.5,108462.538,377.25,1004.25,265,720450,4.242957387,2.783546282,97,1.5,46,0.683,0.235378,918699123,30,0.002852395,0.077025964,24,7,8,31
PRJEB45160,Metazoa,HiFi+Hi-C,,,61779,67,66,0,1,163.5750486,43507.65672,511,349909.8472,369.5,793,207,2864886,4.638565693,2.7084209,92.6,0.6,28,0.3915,0.405652,409597922,16,0.008008199,0.070498807,39,19,21,61
PRJEB45162,Metazoa,HiFi+Hi-C,,,56282,46,44,2,0,124.3720899,23016.41304,610.5,113990.7017,382.25,1044,241,719906,4.362037643,2.785685668,98.2,0.1,14,0.3611,0.310863,369857900,27,0.007308685,0.054398225,28,8,7,46
PRJEB45163,Metazoa,HiFi+Hi-C,,,38104,8,6,1,1,47.28224605,1457698.25,4868,3986226.452,877.5,87189,465,11319259,6.163667632,3.68735057,98.1,0.4,8,0.1266,0.373389,169196700,23,0.008334512,0.029168123,7,6,8,5
PRJEB45164,Metazoa,HiFi+Hi-C,,,36616,22,9,11,2,88.79046529,392564.6364,49144.5,769824.3817,2042.75,440464.5,427,2735471,5.593911174,4.691474921,97.6,0.6,49,0.3862,0.247133,247774352,9,0.001217036,0.029485818,22,9,7,21
PRJEB45165,Metazoa,HiFi+Hi-C,,,59306,597,586,5,6,1403.581069,128204.3635,463,1948439.536,378,606,220,44622744,5.107902807,2.665580991,96.9,2.1,8,0.5924,0.366716,425340590,61,0.012884507,0.121904905,109,208,197,250
PRJEB45166,Metazoa,HiFi+Hi-C,,,142078,431,425,1,5,519.166995,118930.5916,632,1490418.541,419,1036,209,24319556,5.075293579,2.800717078,81.5,1.3,6,0.5669,0.583857,830176040,151,0.011761321,0.141676652,304,255,280,399
PRJEB45167,Metazoa,HiFi+Hi-C,,,68909,50,46,1,3,100.7911066,178782.78,492,719504.7922,349.5,1265.75,211,3691667,5.252325686,2.691965103,96.4,1,31,0.485,0.436088,496075514,17,0.002475852,0.087061941,32,15,14,48
PRJEB45168,Metazoa,HiFi+Hi-C,,,39425,10,8,1,1,31.99969966,213219.4,2702,553782.2128,1459.75,5100.5,406,1757196,5.328826717,3.431685345,97.9,0.7,47,0.3456,0.225977,312502933,12,0.003028748,0.027730402,8,2,1,8
PRJEB45169,Metazoa,HiFi+Hi-C,,,56684,11,10,1,0,33.35688562,23033,902,70876.23703,648,3374.5,236,236663,4.362350508,2.955206538,96.4,0.7,31,0.3427,0.433564,329766997,11,0.004669194,0.132063948,6,4,4,10
PRJEB45654,Metazoa,HiFi+Hi-C,,,87769,179,176,3,0,247.9194712,2242.139665,520,13582.87213,354.5,1124,207,167556,3.350662662,2.716003344,96.7,1.2,31,0.5232,0.349639,722008639,26,0.009985058,0.161156434,95,56,53,161
PRJEB45655,Metazoa,HiFi+Hi-C,,,83653,103,96,2,5,160.2104263,359282.0485,757,2062831.302,438,1443,229,14563405,5.555435518,2.87909588,93.8,0,43,0.5348,0.378996,642904475,38,0.008332671,0.135195321,63,33,27,100
PRJEB45657,Metazoa,HiFi+Hi-C,,,58384,255,254,0,1,604.3528564,15769.22745,394,241993.3432,304.5,574.5,199,3864926,4.197810417,2.595496222,97,0.9,28,0.5184,0.384531,421938934,16,0.004870278,0.145501208,131,82,82,246
PRJEB45658,Metazoa,HiFi+Hi-C,,,86308,241,237,2,2,330.099974,40336.90456,534,437723.7947,375,876,216,5569170,4.605702568,2.727541257,96.9,1.2,30,0.624,0.393641,730081851,26,0.005658282,0.172063181,134,76,75,230
PRJEB45659,Metazoa,HiFi+Hi-C,,,77150,123,117,1,5,218.0019077,146604.1382,394,737328.0419,290.5,771.5,200,5380102,5.166146229,2.595496222,95.8,2.1,28,0.5119,0.416345,564215246,20,0.01008826,0.192675203,68,41,42,116
PRJEB45660,Metazoa,HiFi+Hi-C,,,63772,155,153,2,0,262.1125086,6801.774194,585,72723.90649,388.5,1082.5,212,906239,3.83262221,2.767155866,96.4,2.5,5,0.5552,0.299149,591349115,111,0.006640469,0.100377286,111,47,46,147
PRJEB45662,Metazoa,HiFi+Hi-C,,,71763,86,84,1,1,183.6727649,38023.10465,526.5,310809.0758,347.5,845.5,218,2867212,4.580047575,2.721398376,97,0.6,28,0.4352,0.437629,468224018,17,0.00709188,0.16784644,53,35,36,78
PRJEB45663,Metazoa,HiFi+Hi-C,,,49886,26,24,0,2,113.4598775,103440.1154,552.5,364201.2198,281.25,970.5,209,1438777,5.014688996,2.742332282,97.2,1.2,26,0.2425,0.479711,229155897,9,0.007461693,0.058488138,15,15,15,23
PRJEB46255,Metazoa,HiFi+Hi-C,,,60008,16,13,2,1,72.4442026,190787.6875,868.5,566801.2013,341,1340.25,269,2241865,5.280550344,2.938769823,92.6,0.4,27,0.2369,0.530048,220859633,8,0.019413501,0.053144739,9,9,11,14
PRJEB46257,Metazoa,HiFi+Hi-C,,,169837,473,454,13,6,335.7544373,36352.23256,617,308012.1245,376,1199,200,4442306,4.560531088,2.790285164,92.6,1.5,8,0.6335,0.318692,1408767681,172,0.004289395,0.127301202,296,152,148,462
PRJEB46258,Metazoa,HiFi+Hi-C,,,43778,10,7,2,1,27.72472175,384803.8,1042.5,855140.7392,503.5,267044,313,2707066,5.585239352,3.018076064,98.2,0.9,34,0.3878,0.267278,360688922,20,6.41E-05,0.004923426,9,6,1,8
PRJEB46260,Metazoa,HiFi+Hi-C,,,54588,142,133,7,2,226.3449301,31264.75352,730,204290.9724,409,1341.5,228,2113749,4.495055009,2.86332286,86.6,1.6,11,0.6118,0.330953,627361081,315,0.00704167,0.144796714,47,35,35,79
PRJEB46261,Metazoa,HiFi+Hi-C,,,75576,159,150,4,5,219.8358407,129201.6289,594,816376.7881,384.5,1200,201,8848647,5.111267989,2.773786445,94.8,0.7,5,0.5477,0.301732,723266959,134,0.008696196,0.083148378,87,43,44,150
PRJEB46262,Metazoa,HiFi+Hi-C,,,43844,168,165,2,1,423.8239313,15771.95238,1104.5,174522.4628,708.5,1618.5,214,2258434,4.197885457,3.04316572,95.2,0.7,5,0.4167,0.296675,396391019,75,0.013979614,0.049519832,104,60,61,111
PRJEB46263,Metazoa,HiFi+Hi-C,,,59811,191,190,1,0,276.9940225,2130.628272,617,17347.34613,362,1042,200,240309,3.328507686,2.790285164,94.9,1,5,0.6566,0.271473,689545566,124,0.003904079,0.055584626,117,41,38,186
PRJEB46264,Metazoa,HiFi+Hi-C,,,463575,321,317,2,2,196.772271,15397.17757,830,155677.5819,490,1600,203,2037537,4.187441118,2.919078092,98.1,0.7,13,0.3974,0.585474,1631327414,123,0.013107705,0.088206532,131,166,187,270
PRJEB46265,Metazoa,HiFi+Hi-C,,,92490,156,156,0,0,213.8438184,711.0576923,489,838.6893018,321.5,750,199,8025,2.851904839,2.689308859,97.6,1.2,30,0.5359,0.350288,729504370,25,0.007598205,0.113022125,84,40,40,137
PRJEB46266,Metazoa,HiFi+Hi-C,,,70833,66,53,10,3,261.6453343,113056.2273,772.5,444709.2601,509.25,4631.5,212,2948561,5.053294489,2.887898488,98.7,0.4,21,0.288,0.471756,252249864,13,0.004984674,0.107303035,52,24,22,64
PRJEB46267,Metazoa,HiFi+Hi-C,,,52756,89,89,0,0,227.4928254,1543.134831,1004,1476.365694,472,1996,214,8253,3.188403874,3.001733713,95.7,0.6,5,0.4258,0.343739,391221129,69,0.005050115,0.07215861,62,27,28,83
PRJEB46268,Metazoa,HiFi+Hi-C,,,57355,53,53,0,0,152.4225792,591.3773585,428,392.185701,294,811,210,2085,2.771864693,2.631443769,96.7,0.4,31,0.4207,0.43978,347717512,12,0.006681103,0.074055537,20,13,13,49
PRJEB46269,Metazoa,HiFi+Hi-C,,,78580,134,134,0,0,217.3073646,651.3955224,465.5,736.4886823,350,687.25,220,7455,2.813844769,2.667919685,97.3,1.8,30,0.4865,0.386679,616638098,22,0.008426263,0.128251971,69,34,34,127
PRJEB46270,Metazoa,HiFi+Hi-C,,,73503,161,159,2,0,292.6363017,5423.571429,542,53620.54492,308,1193,199,678456,3.734285364,2.733999287,96,2.2,30,0.4414,0.400359,550170977,19,0.004430305,0.084518664,67,70,72,148
PRJEB46271,Metazoa,HiFi+Hi-C,,,86416,214,212,0,2,185.0054333,34841.07009,589.5,385309.1097,373,999.25,203,5278149,4.542091485,2.770483809,93.3,1.5,12,0.6581,0.298929,1156722785,94,0.010947851,0.183711535,124,67,65,204
PRJEB46272,Metazoa,HiFi+Hi-C,,,90370,289,251,27,11,200.3963086,194901.3426,577,1196785.481,384,1047,205,15691124,5.289814831,2.761175813,84.2,1.3,32,0.7114,0.269911,1442142333,50,0.008748321,0.179527189,185,95,81,279
PRJEB46273,Metazoa,HiFi+Hi-C,,,41856,48,47,0,1,223.5276756,300475.875,405,2076925.285,317.75,569.75,228,14390057,5.477809609,2.607455023,97.8,1,6,0.2679,0.301351,214738510,36,0.003058451,0.048889336,26,10,9,45
PRJEB46275,Metazoa,HiFi+Hi-C,,,57327,96,94,0,2,197.4899988,50202.6875,466.5,378766.5731,329.25,1100.5,214,3517815,4.700726967,2.668851648,97.2,0.7,30,0.5116,0.343133,486100565,18,0.005356182,0.112274722,46,22,21,93
PRJEB46276,Metazoa,HiFi+Hi-C,,,69019,156,155,0,1,271.9351944,7938.948718,480.5,89167.38289,330,858.75,201,1114442,3.899762997,2.681693392,96.9,1.6,30,0.458,0.353254,573666091,19,0.011770149,0.106364053,82,42,45,146
PRJEB46277,Metazoa,HiFi+Hi-C,,,71112,110,106,2,2,163.2870287,67665.44545,802,525349.464,395,1421.5,207,5315603,4.830366945,2.904174368,95.8,0.7,31,0.5203,0.377661,673660369,24,0.003929901,0.077071589,74,33,33,110
PRJEB46278,Metazoa,HiFi+Hi-C,,,58319,129,129,0,0,301.4322962,572.3565891,407,461.4713358,328,554,208,3561,2.757666687,2.609594409,96,0.6,30,0.3641,0.377562,427956797,15,0.009633826,0.094598846,62,42,43,120
PRJEB46279,Metazoa,HiFi+Hi-C,,,71320,104,93,7,4,165.0587589,106841.5865,675,510519.5639,449.25,1288.25,207,3631234,5.028740328,2.829303773,94.6,0.7,29,0.4955,0.367613,630078650,23,0.013181411,0.10096707,58,37,41,96
PRJEB46280,Viridiplantae,HiFi+Hi-C,,,104586,31,31,0,0,68.12828713,1299.354839,853,1517.470451,381,1363.5,285,7194,3.113727768,2.930949031,98.7,1.9,14,0.5642,0.397098,455023916,31,0.0065061,0.063753483,21,13,14,29
PRJEB46281,Metazoa,HiFi+Hi-C,,,63855,118,118,0,0,233.1657353,1060.067797,739.5,848.0852313,385.25,1561.5,207,4215,3.025333641,2.868938178,96,0.1,30,0.4504,0.372355,506077790,18,0.005957435,0.156133077,58,27,27,110
PRJEB46282,Metazoa,HiFi+Hi-C,,,75275,123,119,1,3,201.1873008,104065.561,599,671320.9208,374.5,979,203,5270468,5.01730703,2.777426822,95.4,1,29,0.4964,0.375712,611370596,22,0.00591737,0.086644904,64,39,39,116
PRJEB46284,Metazoa,HiFi+Hi-C,,,70566,38,38,0,0,135.307663,1034.263158,551.5,1352.076075,358.5,756.5,202,5246,3.014631055,2.741545517,94.8,0.9,28,0.3128,0.555813,280841448,10,0.008168104,0.081715392,23,10,10,34
PRJEB46285,Metazoa,HiFi+Hi-C,,,59803,26,25,0,1,47.80193423,125097.5769,668,632457.1542,398.5,1818.75,246,3225971,5.097248898,2.824776462,97.6,1.8,31,0.4947,0.344616,543911045,19,0.002280075,0.05896723,15,5,6,26
PRJEB46286,Metazoa,HiFi+Hi-C,,,72561,126,126,0,0,201.9685962,907.1825397,598.5,857.4760862,340.5,1146.5,206,5394,2.957694683,2.777064155,93,1.2,29,0.5092,0.379789,623859364,22,0.002988802,0.101172595,80,37,39,122
PRJEB46287,Metazoa,HiFi+Hi-C,,,103475,184,179,3,2,242.8867939,82712.35326,484,929006.2125,350.5,751.5,209,12500613,4.917570377,2.684845362,97.3,1.2,31,0.5286,0.38115,757554567,25,0.011599499,0.156610634,92,55,60,165
PRJEB46288,Metazoa,HiFi+Hi-C,,,103539,178,168,4,6,215.1394891,156210.8258,541.5,822639.1921,334.25,1030.5,199,5193752,5.193711128,2.733598461,94.8,1.3,31,0.5911,0.334367,827370190,29,0.012151593,0.15458997,98,53,54,165
PRJEB46290,Metazoa,HiFi+Hi-C,,,53689,81,80,0,1,134.7286894,36292.58025,633,319285.7293,365,951,230,2874381,4.559817846,2.80140371,74.6,0.4,48,0.6435,0.278874,601208253,13,0.001911039,0.055627788,53,18,17,75
PRJEB46291,Metazoa,HiFi+Hi-C,,,47429,12,6,3,3,50.62161402,796595.25,68171.5,1479775.76,471.75,689461.25,203,4905644,5.901237712,4.83360285,96.7,0.7,12,0.2618,0.389607,237052892,20,0.002902592,0.030133614,11,8,6,12
PRJEB46292,Metazoa,HiFi+Hi-C,,,56801,63,63,0,0,156.4173079,651.2698413,435,557.7956096,318.5,721,218,3475,2.813760968,2.638489257,96.3,1,30,0.4693,0.38983,402768727,14,0.007484545,0.064304824,30,9,9,61
PRJEB46832,Metazoa,HiFi+Hi-C,,,57271,63,63,0,0,179.6774482,735.7936508,532,651.6157377,330.5,892,208,4133,2.866756036,2.725911632,97.3,0.4,31,0.4086,0.449827,350628310,12,0.012752444,0.108943951,26,18,18,58
PRJEB46833,Metazoa,HiFi+Hi-C,,,118862,335,326,8,1,327.1546761,11144.51045,557,155170.3528,377.5,949,202,2832207,4.047060996,2.745855195,96.7,1.2,30,0.5763,0.357322,1023980473,35,0.012129635,0.15902496,159,98,99,316
PRJEB46834,Viridiplantae,HiFi+Hi-C,,,149538,42,37,3,2,102.1228131,123862.7619,967,524624.7649,431.75,2605.25,217,3162634,5.09294076,2.985426474,99.5,81.5,14,0.4237,0.411681,411269517,28,0.0049649,0.090022939,27,14,14,32
PRJEB46835,Metazoa,HiFi+Hi-C,,,73570,11,9,2,0,37.03163989,7138.090909,527,16034.90014,385.5,2844.5,257,53266,3.853582075,2.721810615,95.8,0.6,5,0.3119,0.683113,297043286,73,0.000506584,0.03394614,8,8,7,10
PRJEB46836,Metazoa,HiFi+Hi-C,,,53800,41,41,0,0,156.899237,563.1219512,377,637.3944695,326,484,241,4186,2.750602457,2.57634135,97.2,0.4,30,0.275,0.453558,261314209,9,0.005035618,0.041881325,32,12,12,38
PRJEB46837,Metazoa,HiFi+Hi-C,,,87362,38,35,2,1,44.37643437,66039.07895,1807,278790.6902,581,3306.25,207,1645226,4.819801007,3.256958153,79.5,1.8,28,0.664,0.152865,856310349,128,0.0005657,0.023331216,24,6,4,33
PRJEB46838,Metazoa,HiFi+Hi-C,,,83210,126,118,3,5,192.7971201,164734.381,527,900325.4359,372.25,898.75,207,7411431,5.216784248,2.721810615,97,0.7,31,0.4881,0.383095,653536733,23,0.008549452,0.104219286,58,44,38,109
PRJEB46840,Viridiplantae,HiFi+Hi-C,,,108588,65,50,12,3,235.9217053,109393.4308,598,365882.7079,370,2920,207,2151826,5.038991243,2.776701184,98.9,5.8,7,0.4315,0.468431,275515133,46,0.004259892,0.21007619,46,41,41,56
PRJEB46841,Metazoa,HiFi+Hi-C,,,54676,29,27,1,1,101.1578987,108144.5862,327,463245.6408,264,582,232,2420539,5.034004783,2.514547753,97.5,1,31,0.3409,0.456749,286680530,10,0.002729681,0.033208939,17,11,10,27
PRJEB46842,Metazoa,HiFi+Hi-C,,,77064,43,36,7,0,150.714142,74166.69767,943,200063.7328,370,2334.5,200,702641,4.870208942,2.974511693,92.7,1,17,0.3971,0.588488,285308329,16,0.006226954,0.107670923,33,23,18,40
PRJEB47298,Viridiplantae,HiFi+Hi-C,,,105224,48,46,1,1,50.85822546,52383.70833,1207.5,339590.7322,491.5,2716.25,263,2354869,4.71919624,3.081887139,99.1,6.2,12,0.7526,0.15233,943800134,80,0.004660214,0.054650091,32,7,4,44
PRJEB47300,Viridiplantae,HiFi+Hi-C,,,112787,25,9,11,5,25.5439717,549238.84,142367,783073.323,7586,898830,1315,2710450,5.739761241,5.153409334,60.9,22.7,50,0.7412,0.223693,978704498,19,0.001398002,0.045742291,24,16,13,25
PRJEB47301,Viridiplantae,HiFi+Hi-C,,,277995,23,9,10,4,19.55761152,586266.7391,40964,1258984.363,3035.5,551294.5,248,5674002,5.768095256,4.612402357,97.1,84.2,43,0.6176,0.306868,1176012724,36,0.002456396,0.062167193,20,16,13,23
PRJEB47302,Viridiplantae,HiFi+Hi-C,,,157037,28,28,0,0,43.6380961,1820.321429,526,2455.660039,341.25,1987.5,207,8106,3.260148082,2.720985744,99.3,54.4,17,0.6049,0.3069,641641192,37,0.005384766,0.119729747,17,5,6,24
PRJEB47304,Viridiplantae,HiFi+Hi-C,,,70969,8,6,2,0,25.62636711,101748.875,2997.5,269655.908,1709.75,12964,216,768705,5.007529616,3.476759192,98.3,1.3,11,0.6198,0.30678,312178467,24,0.000918637,0.023055784,6,4,4,8
PRJEB47305,Fungi,HiFi+Hi-C,,,27548,3,2,1,0,84.84241356,27050,2929,43405.70623,1995.5,40044,1062,77159,4.432167269,3.466719372,94.1,1.9,19,0.1211,0.568559,35359673,6,0.007696983,0.028012076,1,2,1,3
PRJEB47306,Metazoa,HiFi+Hi-C,,,103062,264,252,8,4,357.0651641,84790.93561,717,725130.9523,460.5,1217.25,199,9400360,4.928349427,2.855519156,94.6,2.5,4,0.6131,0.246705,739360841,192,0.009078544,0.134903363,168,45,40,258
PRJEB47307,Metazoa,HiFi+Hi-C,,,116692,125,123,2,0,177.7751106,11963.888,892,85285.40529,484,1766,201,813482,4.077872339,2.950364854,89.4,2.1,5,0.4347,0.408377,703135549,125,0.00874512,0.072575013,78,44,46,112
PRJEB47309,Metazoa,HiFi+Hi-C,,,47004,51,48,2,1,159.3139947,48247.43137,1249,237413.3142,433.5,1287,199,1541645,4.683474197,3.096562438,93.2,0.3,29,0.327,0.352157,320122536,12,0.003984745,0.047540991,36,9,8,48
PRJEB47376,Metazoa,HiFi+Hi-C,,,93207,155,139,9,7,244.3971539,253180.5032,480,1440028.775,366,716,225,12694875,5.403430259,2.681241237,77.7,47.2,27,0.477,0.370497,634213605,57,0.004208694,0.143394613,106,49,48,151
PRJEB47391,Viridiplantae,HiFi+Hi-C,,,150496,99,92,6,1,105.4307284,74053.50505,796,416265.0212,452.5,1628.5,236,3944049,4.869545619,2.900913068,98.7,55.8,32,0.6599,0.179243,939005179,29,0.011568192,0.081398677,66,15,9,91
PRJEB47392,Viridiplantae,HiFi+Hi-C,,,147450,60,41,12,7,100.2555668,880932.6833,1406,3137463.856,536.25,137312.75,221,19685424,5.944942723,3.147985321,99,23.7,18,0.5962,0.331674,598470508,35,0.011264809,0.142194813,39,19,11,55
PRJEB47461,Metazoa,HiFi+Hi-C,,,76547,227,225,1,1,339.8222507,18880.08811,424,232172.9368,303.5,656.5,199,3423645,4.276004017,2.627365857,97.3,1.6,28,0.6007,0.358319,667996282,25,0.00807077,0.161372245,118,74,73,210
PRJEB47462,Metazoa,HiFi+Hi-C,,,106247,113,107,3,3,153.459435,132660.3274,573,765642.9898,306,1366,200,5902537,5.122741065,2.758154622,97.5,1.2,30,0.4966,0.39211,736350945,26,0.001587469,0.082844902,66,37,39,109
PRJEB47463,Metazoa,HiFi+Hi-C,,,81925,206,204,0,2,292.8555967,35376.54854,708.5,370651.2727,451.75,1207,202,4825796,4.548715459,2.850339855,94,0.6,29,0.5474,0.30668,703418348,26,0.004809483,0.100552685,124,45,45,199
PRJEB47464,Metazoa,HiFi+Hi-C,,,51825,19,10,8,1,87.38322945,286875.8421,2889,561489.8622,544,354093.5,273,2282014,5.457693978,3.460747542,89,1.2,11,0.2507,0.615104,217433026,24,0.003870961,0.081443541,13,13,10,17
PRJEB47541,Metazoa,HiFi+Hi-C,,,69698,135,131,2,2,248.8466878,62149.51852,490,501342.2713,328.5,840,202,5134792,4.793437768,2.69019608,97.6,1,30,0.534,0.372641,542502700,19,0.005564035,0.076419938,78,40,38,133
PRJEB47665,Viridiplantae,HiFi+Hi-C,,,170704,20,13,2,5,16.66600146,1196373,3300.5,2228428.143,1905.5,1242673.25,551,8484420,6.077866603,3.518579737,99.4,3.6,11,0.7605,0.214362,1200047897,107,0.001022266,0.044204672,18,9,3,19
PRJEB47678,Viridiplantae,HiFi+Hi-C,,,98881,1,0,1,0,2.779230273,585007,585007,,585007,585007,585007,585007,5.767161063,5.767161063,96.6,8.9,5,0.5484,0.509258,359811855,89,1.18E-05,0.006508187,1,1,1,1
PRJEB47784,Metazoa,HiFi+Hi-C,,,54274,105,105,0,0,201.3251416,782.4380952,560,732.0017592,377,884,227,6324,2.893449987,2.748188027,96.3,0.7,5,0.4517,0.22695,521544399,102,0.013308225,0.07488939,73,17,18,90
PRJEB47849,Metazoa,HiFi+Hi-C,,,71021,113,106,7,0,210.4723921,10912.23009,652,72161.43134,368,1267,229,746747,4.037913515,2.814247596,96.7,0.6,5,0.5265,0.309768,536887517,317,0.000488073,0.05908172,87,32,28,112
PRJEB47850,Viridiplantae,HiFi+Hi-C,,,103123,1,1,0,0,2.7805208,757,757,,757,757,757,757,2.87909588,2.87909588,97.1,8.8,11,0.5405,0.556129,359644855,30,1.35E-05,0.002426098,0,1,1,1
PRJEB47867,Viridiplantae,HiFi+Hi-C,,,152894,47,42,2,3,76.60305481,216158,1174,784218.1192,547.5,2626,205,4311307,5.334771313,3.069668097,98.8,52.3,17,0.5937,0.331642,613552555,35,0.012347913,0.154309945,36,16,11,44
PRJEB47989,Metazoa,HiFi+Hi-C,,,29418,38,35,2,1,108.97188,120672.6316,527.5,583545.3337,314,1124.25,217,3523221,5.081608784,2.722222464,97.8,1.2,49,0.4282,0.386489,348713815,18,0.002637352,0.05185693,28,10,7,38
PRJEB48043,Metazoa,HiFi+Hi-C,,,87796,101,95,4,2,148.7021199,59760.19802,482,349432.9731,353,972,206,3244563,4.776412028,2.683047038,95.1,1.5,29,0.5579,0.430768,679210223,22,0.001442582,0.097648667,57,38,41,97
PRJEB48044,Metazoa,HiFi+Hi-C,,,159939,332,319,5,8,209.7213671,101029.3705,526.5,936601.5833,309,819.5,212,15706449,5.004447647,2.721398376,96.6,0.9,19,0.672,0.364652,1583052812,85,0.009916609,0.162705997,135,93,91,322
PRJEB48045,Metazoa,HiFi+Hi-C,,,78478,359,351,5,3,384.6927831,107245.1643,761,1659126.353,373,1274,216,31148797,5.030377719,2.881384657,94.3,0.9,6,0.6426,0.149452,933212204,162,0.004709147,0.089926783,157,48,41,349
PRJEB48046,Metazoa,HiFi+Hi-C,,,105713,188,179,5,4,235.3369611,91778,534,765274.7917,334.5,852,204,9727612,4.962738589,2.727541257,96.7,1.2,23,0.628,0.387493,798854541,45,0.004062633,0.215840322,112,58,55,179
PRJEB48110,Metazoa,HiFi+Hi-C,,,116296,354,354,0,0,264.430335,819.1468927,505,842.3283063,356.25,950.75,200,6537,2.913361788,2.703291378,95.1,1.8,5,0.7398,0.191358,1338726890,254,0,0,260,48,51,351
PRJEB48111,Metazoa,HiFi+Hi-C,,,60276,196,187,3,6,279.3065099,119308.0204,641,747219.5461,398.75,1119,206,7431381,5.07666964,2.80685803,96.1,1.3,5,0.5122,0.17953,701738030,135,0.010219869,0.063042715,99,45,41,185
PRJEB48112,Metazoa,HiFi+Hi-C,,,47198,17,12,4,1,55.09085376,221546.8824,5541,747404.764,2714,16807,1018,3104476,5.345465643,3.74358815,98.4,0.6,50,0.3274,0.461171,308581168,15,0.00294066,0.024059062,16,3,1,17
PRJEB48113,Metazoa,HiFi+Hi-C,,,45606,45,36,6,3,188.6471136,279849.0667,997,1267200.37,415,3467,216,8324572,5.446923863,2.998695158,71.1,4,4,0.5414,0.248295,238540623,73,0.006846007,0.092244824,31,13,6,45
PRJEB48187,Metazoa,HiFi+Hi-C,,,57641,184,183,1,0,319.6790034,4009.826087,574,44339.19337,381,888,207,602139,3.603125537,2.758911892,96.3,1.3,5,0.5025,0.21014,575577370,113,0.012218234,0.099716812,127,25,25,173
PRJEB48253,Metazoa,HiFi+Hi-C,,,48227,116,110,3,3,298.2840605,208081.0517,1330.5,1316927.456,775,1904.75,199,11761020,5.318232534,3.124014879,84.5,0.3,3,0.4929,0.222254,388891045,122,0.005940647,0.057105121,81,33,29,90
PRJEB48325,Metazoa,HiFi+Hi-C,,,74109,96,93,3,0,137.0201308,2722.375,520.5,16455.76044,344.75,679.5,202,157974,3.434947948,2.716420734,97,0.9,31,0.5168,0.313906,700626977,24,0.016463636,0.081059676,50,31,31,86
PRJEB48326,Metazoa,HiFi+Hi-C,,,68028,115,113,0,2,253.355349,65847.18261,354,503878.3463,288,453.5,199,4515254,4.818537198,2.549003262,95.4,0.6,28,0.3985,0.355171,453907922,17,0.011689051,0.036725875,34,21,20,65
PRJEB48327,Metazoa,HiFi+Hi-C,,,79461,86,85,0,1,143.8106344,30437.45349,471.5,275735.1729,316.5,689,204,2557758,4.483408315,2.673481697,97.5,0.9,31,0.4872,0.372343,598008627,21,0.004504526,0.120620317,46,27,29,72
PRJEB48373,Metazoa,HiFi+Hi-C,,,50880,136,133,2,1,319.1013468,25740.47059,513.5,225117.407,362.75,957.25,203,2492802,4.410616482,2.710540448,95.4,1,30,0.4455,0.362658,426196885,15,0.012841942,0.110687841,89,42,41,121
PRJEB48390,Metazoa,HiFi+Hi-C,,,151894,18,15,2,1,15.49581206,109182.7778,1567,329691.4536,585,4819.25,295,1371409,5.038154139,3.195068996,96.4,0.3,43,0.1017,0.203401,1161604176,34,0.001047801,0.006132616,11,5,2,15
